status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.print_section,response.docs.print_page,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time,response.docs.subsection_name
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: There are two principles basic to all negotiations: Each side must choose its own representatives and neither side has the right to gag the other's delegates.,https://www.nytimes.com/1989/11/08/opinion/plo-to-israel-face-facts.html,LEAD: There are two principles basic to all negotiations: Each side must choose its own representatives and neither side has the right to gag the other's delegates.,LEAD: There are two principles basic to all negotiations: Each side must choose its own representatives and neither side has the right to gag the other's delegates.,A,31,The New York Times,,,1989-11-08T05:00:00+0000,article,Editorial Desk,Opinion,Op-Ed,nyt://article/373017cf-0dc3-51db-acc5-9b718aded87f,709,nyt://article/373017cf-0dc3-51db-acc5-9b718aded87f,P.L.O. to Israel: Face Facts,NA,NA,P.L.O. to Israel: Face Facts,NA,NA,NA,By Bassam abu-Sharif,,NA,3371,400,62,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  The murder of a top security official of the Palestine Liberation Organization in Paris last week further emphasized the void that surrounds the P.L.O. chief, Yasir Arafat.   The P.L.O. says Atef Bseiso was assassinated by the Israeli intelligence service, Mossad; the French police suspect the Palestinian Abu Nidal terrorist group, which murdered Mr. Bseiso's former boss, Salah Kalef, in January 1991. A few years earlier, in 1988, Khalil Al Wazir, the number two leader in the P.L.O., was killed by Israeli commandos in Tunis. Neither Mr. Wazir nor Mr. Kalef was replaced.",https://www.nytimes.com/1992/06/14/weekinreview/june-7-13-intriguing-theories-a-murder-in-paris-thins-plo-leadership.html,,"The murder of a top security official of the Palestine Liberation Organization in Paris last week further emphasized the void that surrounds the P.L.O. chief, Yasir Arafat.",4,2,The New York Times,,,1992-06-14T05:00:00+0000,article,Week in Review Desk,Week in Review,News,nyt://article/413a9c9b-0730-5b9e-a1cd-ab1876eafffe,242,nyt://article/413a9c9b-0730-5b9e-a1cd-ab1876eafffe,JUNE 7-13: Intriguing Theories; A Murder in Paris Thins P.L.O. Leadership,NA,NA,JUNE 7-13: Intriguing Theories; A Murder in Paris Thins P.L.O. Leadership,NA,NA,NA,By Youssef M. Ibrahim,,NA,3371,400,62,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: A resolution that deplored the downing of two Libyan fighter planes by American fighters over the Mediterranean last week was vetoed in the Security Council tonight by the United States, Britain and France.",https://www.nytimes.com/1989/01/12/world/us-and-allies-veto-un-move-on-libyan-planes.html,,"A resolution that deplored the downing of two Libyan fighter planes by American fighters over the Mediterranean last week was vetoed in the Security Council tonight by the United States, Britain and France.",A,11,The New York Times,,,1989-01-12T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/1abc52b2-1bc1-5d8d-a68c-cada3473718e,726,nyt://article/1abc52b2-1bc1-5d8d-a68c-cada3473718e,U.S. and Allies Veto U.N. Move on Libyan Planes,NA,NA,U.S. and Allies Veto U.N. Move on Libyan Planes,NA,NA,NA,"By William G. Blair, Special To the New York Times",,NA,3371,400,62,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: To the Editor:,https://www.nytimes.com/1990/06/15/opinion/only-washington-can-break-mideast-stalemate-agent-for-iraq.html,,To the Editor:,A,28,The New York Times,,,1990-06-15T05:00:00+0000,article,Editorial Desk,Opinion,News,nyt://article/6c561dca-40c1-5e86-86d8-cfacb97a9ece,413,nyt://article/6c561dca-40c1-5e86-86d8-cfacb97a9ece,Only Washington Can Break Mideast Stalemate;   Agent for Iraq,NA,NA,Only Washington Can Break Mideast Stalemate;   Agent for Iraq,NA,NA,NA,NA,,NA,3371,400,62,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: An Israeli military prosecutor accused a leading West Bank intellectual today of being a senior Palestine Liberation Organization agent and of masterminding the financial and operational activities of the 17-month Arab uprising.,https://www.nytimes.com/1989/05/05/world/arab-philosopher-linked-to-uprising.html,,An Israeli military prosecutor accused a leading West Bank intellectual today of being a senior Palestine Liberation Organization agent and of masterminding the financial and operational activities of the 17-month Arab uprising.,A,11,The New York Times,,,1989-05-05T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/26b0216b-9d77-5a70-bd41-df7be48c78d5,385,nyt://article/26b0216b-9d77-5a70-bd41-df7be48c78d5,ARAB PHILOSOPHER LINKED TO UPRISING,NA,NA,ARAB PHILOSOPHER LINKED TO UPRISING,NA,NA,NA,Special to The New York Times,,NA,3371,410,71,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Under broad international pressure, Arab members of the United Nations deferred a General Assembly vote indefinitely today on a resolution to recognize the the Palestine Liberation Organization as representing a Palestinian state.",https://www.nytimes.com/1989/12/07/world/un-puts-off-its-vote-on-plo.html,,"Under broad international pressure, Arab members of the United Nations deferred a General Assembly vote indefinitely today on a resolution to recognize the the Palestine Liberation Organization as representing a Palestinian state.",A,8,The New York Times,,,1989-12-07T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/71988383-9c6d-57ae-aa9a-dd412f60c78a,455,nyt://article/71988383-9c6d-57ae-aa9a-dd412f60c78a,U.N. Puts Off Its Vote on P.L.O.,NA,NA,U.N. Puts Off Its Vote on P.L.O.,NA,NA,NA,"By Paul Lewis, Special To the New York Times",,NA,3371,410,71,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Yasir Arafat, chairman of the Palestine Liberation Organization, asked Arab nations tonight to provide support for the protests by Palestinians in Israeli-occupied territories ''so the revolution can continue.''",https://www.nytimes.com/1988/01/24/world/arafat-has-plea-for-arab-nations.html,,"Yasir Arafat, chairman of the Palestine Liberation Organization, asked Arab nations tonight to provide support for the protests by Palestinians in Israeli-occupied territories ''so the revolution can continue.''",1,10,The New York Times,,,1988-01-24T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/069c0329-cd40-56a8-9cef-bb2f939c1b03,362,nyt://article/069c0329-cd40-56a8-9cef-bb2f939c1b03,ARAFAT HAS PLEA FOR ARAB NATIONS,NA,NA,ARAFAT HAS PLEA FOR ARAB NATIONS,NA,NA,NA,"By Paul Delaney, Special To the New York Times",,NA,3371,410,71,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Eliahu Elath, a journalist who championed the Zionist cause, helped found the State of Israel and became its first Ambassador to Washington in 1948, died Thursday in Jerusalem. He was 86. The cause of death was not announced.",https://www.nytimes.com/1990/06/22/obituaries/eliahu-elath-a-founder-of-israel-and-an-ardent-zionist-86-dies.html,,"Eliahu Elath, a journalist who championed the Zionist cause, helped found the State of Israel and became its first Ambassador to Washington in 1948, died Thursday in Jerusalem. He was 86. The cause of death was not announced.",D,18,The New York Times,,,1990-06-22T05:00:00+0000,article,Obituary,Obituaries,Obituary,nyt://article/7304fb2d-04ba-5471-8d68-680282d69953,406,nyt://article/7304fb2d-04ba-5471-8d68-680282d69953,"Eliahu Elath, a Founder of Israel And an Ardent Zionist, 86, Dies",NA,NA,"Eliahu Elath, a Founder of Israel And an Ardent Zionist, 86, Dies",NA,NA,NA,By Richard D. Lyons,,NA,3371,410,71,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: 
MARRIED LIFE. By David Vogel. Translated by Dalya Bilu. (Grove, $19.95.) Written in Hebrew and published in Palestine in 1929, David Vogel's only novel is the frightening story of the destructive relationship between a penniless Jewish writer and a debased Austrian aristocrat. Rudolf Gurdweill is Baroness Thea von Takow's ''Rabbit,'' willingly suffering humiliation, torment and abuse.",https://www.nytimes.com/1989/08/13/books/in-short-fiction.html,"LEAD: 
MARRIED LIFE. By David Vogel. Translated by Dalya Bilu. (Grove, $19.95.) Written in Hebrew and published in Palestine in 1929, David Vogel's only novel is the frightening story of the destructive relationship between a penniless Jewish writ...","LEAD: MARRIED LIFE. By David Vogel. Translated by Dalya Bilu. (Grove, $19.95.) Written in Hebrew and published in Palestine in 1929, David Vogel's only novel is the frightening story of the destructive relationship between a penniless Jewish writer and a debased Austrian aristocrat. Rudolf Gurdweill is Baroness Thea von Takow's ''Rabbit,'' willingly suffering humiliation, torment and abuse.",7,16,The New York Times,,,1989-08-13T05:00:00+0000,article,Book Review Desk,Books,Review,nyt://article/8fae8ce4-37d8-5ebb-8cb9-320e7d7d4df7,293,nyt://article/8fae8ce4-37d8-5ebb-8cb9-320e7d7d4df7,"IN SHORT;
FICTION",NA,NA,"IN SHORT;
FICTION",NA,NA,NA,By Anne Whitehouse,,NA,3371,410,71,Book Review
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: President Bush expressed strong opposition today to Congressional moves to limit United States contacts with the Palestine Liberation Organization, and the White House sought a compromise on the issue.",https://www.nytimes.com/1989/07/20/world/bush-says-curb-on-plo-tie-would-be-a-step-backward.html,,"President Bush expressed strong opposition today to Congressional moves to limit United States contacts with the Palestine Liberation Organization, and the White House sought a compromise on the issue.",A,8,The New York Times,,,1989-07-20T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/92582297-25df-5308-b6de-ae5c705696e0,401,nyt://article/92582297-25df-5308-b6de-ae5c705696e0,Bush Says Curb on P.L.O. Tie Would Be a Step Backward,NA,NA,Bush Says Curb on P.L.O. Tie Would Be a Step Backward,NA,NA,NA,"By Bernard Weinraub, Special To the New York Times",,NA,3371,410,71,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: The Israeli Air Force raided Palestinian guerrilla positions in southern Lebanon and the outskirts of Beirut today, killing 4 people and wounding 22, the police said.",https://www.nytimes.com/1988/11/02/world/israeli-planes-again-raid-palestinians-in-lebanon.html,,"The Israeli Air Force raided Palestinian guerrilla positions in southern Lebanon and the outskirts of Beirut today, killing 4 people and wounding 22, the police said.",A,14,The New York Times,,,1988-11-02T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/3da95f2e-940d-5915-8a34-c1344a6a6966,384,nyt://article/3da95f2e-940d-5915-8a34-c1344a6a6966,Israeli Planes Again Raid Palestinians in Lebanon,NA,NA,Israeli Planes Again Raid Palestinians in Lebanon,NA,NA,NA,Special to the New York Times,,NA,3371,410,71,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: The Palestine Liberation Organization's observer mission here is one of the group's most vital diplomatic outposts, a place from which the P.L.O. influences the United Nations agenda and maintains ties with dozens of nations.",https://www.nytimes.com/1988/08/30/world/prime-vantage-point-for-the-palestinians.html,,"The Palestine Liberation Organization's observer mission here is one of the group's most vital diplomatic outposts, a place from which the P.L.O. influences the United Nations agenda and maintains ties with dozens of nations.",A,8,The New York Times,,,1988-08-30T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/550c6937-07fe-56e7-b61e-a0ba41d54bb5,396,nyt://article/550c6937-07fe-56e7-b61e-a0ba41d54bb5,Prime Vantage Point for the Palestinians,NA,NA,Prime Vantage Point for the Palestinians,NA,NA,NA,Special to the New York Times,,NA,3371,410,71,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: Reagan Administration officials are engaged in a bitter internal debate over whether to appeal a Federal court decision that upholds the right of the Palestine Liberation Organization to keep an observer mission at the headquarters of the United Nations in New York.,https://www.nytimes.com/1988/08/28/world/us-officials-split-over-whether-to-appeal-ruling-on-plo.html,,Reagan Administration officials are engaged in a bitter internal debate over whether to appeal a Federal court decision that upholds the right of the Palestine Liberation Organization to keep an observer mission at the headquarters of the United Nations in New York.,1,5,The New York Times,,,1988-08-28T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/7e3eeb49-9be4-5159-9991-90a4013eaae6,428,nyt://article/7e3eeb49-9be4-5159-9991-90a4013eaae6,U.S. Officials Split Over Whether to Appeal Ruling on P.L.O.,NA,NA,U.S. Officials Split Over Whether to Appeal Ruling on P.L.O.,NA,NA,NA,"By Robert Pear, Special To the New York Times",,NA,3371,410,71,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: The Arab nations asked the General Assembly today to seek a World Court ruling on the American attempt to close the Palestine Liberation Organization's observer mission.,https://www.nytimes.com/1988/03/01/world/ruling-is-sought-on-plo-s-mission.html,,The Arab nations asked the General Assembly today to seek a World Court ruling on the American attempt to close the Palestine Liberation Organization's observer mission.,A,9,The New York Times,,,1988-03-01T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/59c7a077-3d06-50ec-a483-e41f988f4a4f,362,nyt://article/59c7a077-3d06-50ec-a483-e41f988f4a4f,RULING IS SOUGHT ON P.L.O.'s MISSION,NA,NA,RULING IS SOUGHT ON P.L.O.'s MISSION,NA,NA,NA,"By Paul Lewis, Special To the New York Times",,NA,3371,410,71,NA
